id,current_description,keywords,url
34042,"Altenpflege, Krankenpflege und Kinderkrankenpflege","",http://ponks.de
1082,"Nike, Michael Kors, Zara... Kaufe, verkaufe oder tausche deine Kleidung, Accessoires, Kosmetik und noch mehr Second Hand - Lieblinge! Spare und verdiene - Auf Kleiderkreisel kannst du Schnäppchen finden und deinen Kleiderschrank plündern!","",http://kleiderkreisel.de
156481,"Schwester Elina beschreibt auf ihrem Blog den ganz normalen Klinikalltag einer Krankenschwester","",https://die-krankenschwester.de/
8148,"Hier kannst du bequem und sicher alles rund um Baby, Kind, Schwangere und Mamis verkaufen und shoppen. Mach mit und werde Teil unseren tollen Eltern-Community.","",http://mamikreisel.de
156482,"BRIGITTE.de: Mode oder Beauty, Diät oder Rezepte - hier findet ihr genau die Themen, die Frauen interessieren, und eine lebendige Community.","",https://www.brigitte.de/
44672,"Ihr Baubegleiter zum Bauen, Hausbau, Neubau, Planung, Bauplanung, Architekt, Bauamt
Rang 12000; Besucher 160.000 monatlich","",http://deutscher-bauzeiger.de
156489,"Baunetz ARCHITEKTEN präsentieren bildreich ausgewählte Büros mit ihren Referenzen, News, Terminen und Jobangeboten.","",https://www.baunetz-architekten.de
127555,"Interior design,moderne Produktdesigns und zeitgenössische Architekturlösungen und Neuigkeiten aus aller Welt E-Magazine. Freshouse","",http://freshouse.de
137612,"Das Berliner Forum für Architektur, Bauvorhaben, Bauprojekte, Stadtentwicklung und Urbanistik in Berlin, dem Umland und den einzelnen Berliner Bezirken","",http://architektur-urbanistik.berlin
156492,"ArchDaily, Rundfunk Architektur Weltweit: Architektur Nachrichten, Wettbewerbe und Projekte jede Stunde für die Architektur professionellen aktualisiert.","",https://www.archdaily.com/
156493,"Der bdia ist der Berufsverband der Innenarchitekten in Deutschland und setzt sich für sie in Politik, Wirtschaft und der Öffentlichkeit ein.","",https://bdia.de/
156500,"Baumeister ist die deutsche Fachzeitschrift für Architektur, Planen, Baukonstruktion, nachhaltigem Bauen, Städtebau und Design.","",https://www.baumeister.de/
156501,"Das unabhängige Online-Magazin zu Marketing, Webdesign, Social Media und Bürokommunikation für Architekten und Ingenieure.","",https://internet-fuer-architekten.de/
122166,"Dieses Business-Portal bietet Ihnen als Manager oder Führungskraft aktuelle Informationen, Urteile und Muster zu Unternehmensführung, Karriere, Steuern und Recht.","",http://business-netz.com
32772,"Seit 2010 erfolgreich am Markt für Ihre Themen: Berufliches Coaching, Bewerbungscoaching, Business Coaching, Karriere, etc.","",http://coaching-weitblick.de
140012,"Das großte Portal zum Studium im Bereich Personalwesen/Human Resources. Unabhängig recherchiert, mit allen Studiengängen, Weiterbildungen und Infos.","",http://personalmanagement-studieren.de
156503,"Der HUMAN RESOURCES MANAGER – das Fachmagazin rund um die zentralen Themen des Personalmanagements wie Recruiting, Führung und Personalentwicklung.","",https://www.humanresourcesmanager.de
52457,"Das Informationspartal zum Arbeitsrecht in Deutschland. Mit aktuellen Meldungen, Forum und Expertenrat.","",http://arbeitsrecht.de
156508,"Dr. Hubert Menken erklärt leicht verständlich die für Arbeitnehmer wichtigsten Themen, beantwortet die häufigsten Fragen und gibt viele Tipps und Ratschläge","",https://arbeitsrecht.online/
1840,"Alles zum Thema "Arbeitsrecht": Lesen Sie, wann Sie eine Abfindung bei Kündigung erhalten, was in einen Arbeitsvertrag gehört und welche Rechte Sie haben.","",http://arbeitsrechte.de
125678,"Der Arbeitsrecht-Ratgeber - Infos zu Kündigung, Probezeit, Arbeitsvertrag, Abmahnung und Abfindung.","",http://arbeitsrecht-ratgeber.de
156511,"hr works_personalwerk - Thomas Batsching - bietet Ihnen konkrete Unterstützung und Beratung bei internationalen Personalthemen.","",https://www.hrworks-personalwerk.de/
50323,"Der Vertriebsmanager – das führende Fachmagazin für zentrale Themen des Verkaufsmanagements wie Führung, Organisation, Strategie und Motivation.","",http://vertriebsmanager.de
156512,"Die Vertriebszeitung - Brandaktuelle Infos zu allen wichtigen Themen wie Akquise & Kundenbindung, Verkaufsmanagement & Digitalisierung, Führung & Karriere.","",https://vertriebszeitung.de/
156515,"Vertriebskarriere - Das Fachportal für Jobs im Vertrieb","",http://vertriebskarriere.de/
156520,"Finden Sie jetzt Ihren Traumjob als Verkäufer & Vertriebler","",https://www.vertriebler-stellen.de/
68355,"Das Portal für den Vertrieb, mit Anleitungen, Vorlagen und Tipps für Vertriebskonzepte, Vertriebstrategien und Vertriebsmanagement im Handel und Beruf.","",http://vertrieb-strategie.de
